source_file,split,prompt,essay,TR,CC,LR,GRA,band,word_count,sentence_count,paragraph_count,prompt_overlap,trait_spread
concat_dataset.csv,full,"Traffic and housing problems could be solved by moving large companies, factories and their employees to the countryside. Do you agree or disagree?","roads largely contribute to traffic jams in major cities. Building wider roads and motorways will allow a greater
 number of vehicles, both private and public, and therefore reduce traffic congestion. Also, residential areas with
 small living spaces that can accommodate a growing population should be established in urban centers.
 In conclusion, I agree that relocating businesses to the countryside is one way to deal with traffic and housing
 problems. I also believe that we need a combination of this approach and a number of other actions, as listed
 above, to tackle these problems in a more comprehensive manner.",6.5,7.0,6.5,7.0,7.0,98,5,6,0.38461538461538464,0.5
concat_dataset.csv,full,To what extent is advertising beneficial or harmful to society?,"Advertising is often viewed as a double-edged sword due to its mixed impact on society. On the one hand, it enhances brand awareness, expands consumer choice, and stimulates market competition, which can lead to economic growth. On the other hand, modern advertising frequently fuels consumerism and encourages impulse buying by appealing to emotions rather than reason. Furthermore, intrusive advertising can bombard people with messages, resulting in information overload and concerns about privacy invasion. Some companies even cross the line by exploiting insecurities and promoting unrealistic beauty standards, which can distort priorities among young people. Consequently, although advertising can be justified as a tool for economic development, its ethical implications remain highly questionable.",4.0,4.5,3.5,4.0,4.0,113,6,1,0.4,1.0
concat_dataset.csv,full,Some people think that there should be strict laws to control the amount of noise a person makes because of the disturbance it causes to people.Discuss the advantages and disadvantages.Give reasons for your answer and include any relevant examples from your own knowledge or experience.,"Some people think that there should be strict laws to control the amount of noise a person makes, because the disturbance causes to people life, advantage of noise such as music like devotional song and melody songs can relax the mind and also childrens usually fire the crackers in festival time for purpose of enjoyment.
 the disadvantage of noise cause hearing problems and start health issues like irrtation and anxiety, in developing countries still governament not prohibiting and warned viechles horn sound for unnecessary situation so that can make more sound pollution it can cause for environmental damage.
 The conclusion for my version reduce the noise in public places and stop the louder sound system in inependent houses and apartments for public peace and health.",4.0,4.0,4.0,4.0,4.0,125,3,3,0.5,0.0
concat_dataset.csv,full,Housing shortage in big cities can cause severe social consequences. Some people think only government action can solve this problem. To what extent do you agree or disagree?,"The line graph illustrates the percentage of paper and cardboard, glass containers, plastics and aluminium cans that were recycled in the period between 1982 and 2010. Overall, it seems that paper and cardboard remain the highest recycled material while plastics stayed as the least recycled products throughout the period. To begin with, in 1982, the amount of paper and cardboard recycled started out at about 60%, afterwards there was a noticeable rise to 80% in the year 1992 but it later saw a steady decline to 70% in 2010. As compared with glass and containers which is the highest recycled product beginning at 50%, 1988 saw a slight dip, it subsequently rose to 70% in 2010. On the other hand, the two least recycled materials saw an increase over the period. Aluminium cans rose significantly from about 3% in 1982 to approximately 47% although plastics saw a minimal increase from 1% to approximately 9% at the end of the period-2010.",0.0,0.0,0.0,0.0,0.0,143,6,1,0.0,0.0
concat_dataset.csv,full,Some believe that children should start school after the age of 7 while others think that school should begin from a very young age. Discuss both views and give your own opinion.,"The charm of the Arctic is something that gets inside you and never leaves you. Subtle, elusive, but deep and persistent.

Whether it is the clear, dry air, the immense solitude, the grandeur of the scenery the surprise of encountering its fearsome inhabitants, you are left with the feeling of having been part, at least for a moment, of something great, primitive, even terrible, that you will never be able to shake off.

After many years in the Pacific Ocean and ready to set off again from the Equator, faced with the choice of returning to Europe via the classic Indian Ocean route or heading north and returning via the ice routes, we did not hesitate and chose the latter: the charm of the Arctic left us no alternative.

This is the story of our second great Arctic adventure, which, paradoxically, starts right at the Equator .",2.5,3.0,3.0,3.5,3.0,146,5,4,0.0,1.0
concat_dataset.csv,full,Some people think that teenagers should be required to do unpaid work in their free time to help the local community. They believe this would benefit both the teenagers and society as a whole. Do you agree or disagree?,"The three diagrams provided illustrate the infrastructural changes that have taken place at West Park Secondary School since its construction in 1950 at intervals of thirty years. So to say, it compares the school and its surroundings from 1950 to that in 1980 and 2010. In 1950, there was a school building attached to a playground situated away from the main road. There were houses and a farmland adjacent to these structures. By the year 1980, the area where the houses were situated was incorporated into the school campus and was divided equally to build a new science block alongside the main school building and car park. The preexisting farmland was also occupied and it was made into a sports field. Ten years into the next millennium, by 2010, the car park was expanded by taking over the sports field while the original playground was split to include a sports field within its boundaries.",4.0,4.0,3.5,3.5,4.0,147,7,1,0.0,0.5
concat_dataset.csv,full,"In some countries, more and more people are becoming interested in finding out about the history of the houses or building they live in. What is the reason for this? How can people research on this?","The diagram illustrates information about the figures of people born in Australia and out of the same country. It also shows the number of citizens living in 3 different locations ( urban, rural and town) between the period of 1995 and 2010. Overall, it is clear from the bar chart that a majority of individuals were born in the cities while a small percentage were given birth in towns and some in rural areas. To begin with, in both 1995 and 2010, most individuals were born in cities outside of Australia with both attaining 60%. In 1995, 40% of people were given birth out of the country in the rural areas, the figure decreased in 2010 to less than 20%. Moreover, in 1995 those born in towns and in rural areas had a percentage of 20 and 30 respectively. The numbers went to about 10% for both in 2010. Furthermore, those born in town had the figures increased from 50% to more than 60% in 2010.",4.0,3.5,3.0,3.0,3.5,147,8,1,0.09090909090909091,1.0
concat_dataset.csv,full,Some people think that the range of technology currently available is increasing the gap between rich people and poor people. Others think that it is causing the opposite effect. Discuss both view and give your opinion.,"The line graph ilustrates the proportion of students aged from 18 and 25 years old attending to university in four Asian countries. Overall, the amount of student between 18-25 years old going to universitites increased among all the countries from 1961 to 2011. By 1961, Thailand had the greatest number of 18-25 years old students attending to universities at 25%. Although by 1991 this figure decreased to 20%, in the following years, it rose dramatically reaching over 40%. Similarly, the proportion of students in this range of age increased in Singapure. From 1961 and 2011 this figure fluctuated significantly and changed from 15% to 40% of students going to universitites who were age 18-25. In 1961, Malaysia had almost 0 students going to university within this age, in 2011, this figure increased significantly and 15% of the students aged 18-25 were going to universities. In Philippines, the percentage of students in their 18s and 25s going to university increased about 13% from 1961 and 1991. However after this year, this figure remained stable.",3.5,3.0,3.0,3.0,3.0,149,9,1,0.058823529411764705,0.5
concat_dataset.csv,full,Whether or not someone achieves their aims is mostly by a question of luck. To what extent do you agree or disagree?,"Introducing tourist attractions in Binh Dinh, Phu Yen, Nha Trang Practice 2: Some information on the trip to ICISE center in Quy Nhon city, Binh Dinh province. Put the verbs in the Passive voice. International Center for Interdisciplinary Science and Education (ICISE) Based on the success of “Rencontres de Moriond” (since 1966) and “Rencontres de Blois” (since1989), in 1993, Professor Tran Thanh Van has established Rencontres du Vietnam, allowing young Asian researchers to meet with world-class scientists. ICISE, which (1) ________ (design) by famous architect Francois Milou, (2) _________ (inaugurate) in August 2013. It (3) _______ (locate) on a site of 20-hectares (50 acres) between mountains and sea, provides an unique inspirational and energizing atmosphere. This center (4) _______ (visit) by thousands of people every year. Many meetings (5) ________ (hold) annually to bring science to a larger public, develop a love of science among the younger generation, and to contribute to consolidate the bases for the future development of the sciences in Vietnam.",1.0,1.0,2.0,2.0,1.5,150,7,1,0.0,1.0
concat_dataset.csv,full,"Interview form the basic selection criteria for most large companies. However, some people think that interview is not a reliable method of choosing whom to employ and there are better methods. To what extent to you agree or disagree?","Employers follow a wide variety of screening methods to identify the best candidate. Although interviews continue to be the most common process, there are several other trusted methods in the contemporary era. I am of the opinion that a blend of interviews and other screening methods should be the criteria for selection. With the advent of the internet and enhanced global travel, job seekers have the ability to search for the desired job, resulting in an increased number of job applicants for each job posting. As a result, conducting interviews for each candidate may not be feasible and recruiters must discover alternate screening methods by considering the nature of the jobs. For instance, in technology companies, candidates are given scenarios to code and the final outcome will be evaluated. Therefore, the additional evaluation will not only provide the employers with confidence but also reduce the count of applicants for interviews.",4.0,4.5,4.0,4.0,4.0,150,7,1,0.21052631578947367,0.5
